c_gross,c_net_output,c_net_total,coverage_gross_q20_c80,coverage_gross_q50_c50,coverage_gross_q80_c20,coverage_net_q20_c80,coverage_net_q50_c50,coverage_net_q80_c20,dataset,decision_gross_q20_c80,decision_gross_q50_c50,decision_gross_q80_c20,decision_net_q20_c80,decision_net_q50_c50,decision_net_q80_c20,disagree_gross_q20_c80,disagree_gross_q50_c50,disagree_gross_q80_c20,disagree_net_q20_c80,disagree_net_q50_c50,disagree_net_q80_c20,du_gross_q20_c80,du_gross_q50_c50,du_gross_q80_c20,du_net_q20_c80,du_net_q50_c50,du_net_q80_c20,oracle_sign_gross_q20_c80,oracle_sign_gross_q50_c50,oracle_sign_gross_q80_c20,oracle_sign_net_q20_c80,oracle_sign_net_q50_c50,oracle_sign_net_q80_c20,overhead_output,overhead_total,pattern,provider,q_improvement,rep,scenario_id,split_role,tau_gross_q20_c80,tau_gross_q50_c50,tau_gross_q80_c20,tau_net_q20_c80,tau_net_q50_c50,tau_net_q80_c20,temperature
-0.0,-61.0,-460.0,0,0,0,1,1,1,stageb,tie,tie,tie,prefer_baseline,prefer_baseline,prefer_baseline,0,0,0,0,0,0,0.04087411553766372,0.014282432042558305,-0.012309251452547108,-0.03705819171742203,-0.03442525999187028,-0.031792328266318545,prefer_pattern,prefer_pattern,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,61.0,460.0,lazy,anthropic,-0.0,3,S_STABLE_01,test,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.0
-0.0,-51.0,-424.0,0,0,0,0,1,1,stageb,tie,tie,tie,tie,prefer_baseline,prefer_baseline,0,0,0,0,1,0,0.04087411553766372,0.014282432042558305,-0.012309251452547108,-0.015011763772840424,-0.020646242526506785,-0.026280721280173145,prefer_pattern,prefer_pattern,prefer_baseline,prefer_pattern,prefer_pattern,prefer_baseline,51.0,424.0,lazy,anthropic,-0.0,3,S_STABLE_01,test,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.3
-532.0,-764.0,-1814.0,,,,,,,stageb,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,,,,,,,-1.4594973941351197,-1.4205503689383967,-1.381603343741674,-1.85204240018709,-1.6658909977208782,-1.4797395952546664,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,232.0,1282.0,branch,gemini,-0.25,1,S_CONTEXT_DRIFT_01,calibration,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.0
-532.0,-749.0,-1707.0,,,,,,,stageb,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,,,,,,,-1.4594973941351197,-1.4205503689383967,-1.381603343741674,-1.8189727582702178,-1.645222471522833,-1.4714721847754484,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,217.0,1175.0,branch,gemini,-0.25,1,S_CONTEXT_DRIFT_01,calibration,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.3
-532.0,-766.0,-1818.0,,,,,,,stageb,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,,,,,,,-1.4594973941351197,-1.4205503689383967,-1.381603343741674,-1.8564516857760065,-1.668646801213951,-1.4808419166518956,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,234.0,1286.0,branch,gemini,-0.25,2,S_CONTEXT_DRIFT_01,calibration,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.0
-0.0,-71.0,-618.0,,,,,,,stageb,tie,tie,tie,prefer_baseline,prefer_baseline,prefer_baseline,,,,,,,0.04087411553766372,0.014282432042558305,-0.012309251452547108,-0.05910461966200363,-0.04820427745723378,-0.03730393525246395,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,71.0,618.0,branch,gemini,-0.0,2,S_CONTEXT_DRIFT_01,calibration,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.3
-723.0,-956.0,-2007.0,1,1,1,1,1,1,stageb,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,0,0,0,0,0,0,-2.035540594595496,-2.029127672943865,-2.0227147512922334,-2.4078939787058475,-2.2618485380128344,-2.115803097319821,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,233.0,1284.0,branch,gemini,-0.375,3,S_CONTEXT_DRIFT_01,test,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.0
-740.0,-988.0,-2078.0,1,1,1,1,1,1,stageb,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,0,0,0,0,0,0,-2.0750129069207266,-2.0537978681471336,-2.032582829373541,-2.478442548128509,-2.305941393901998,-2.133440239675487,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,248.0,1338.0,branch,gemini,-0.375,3,S_CONTEXT_DRIFT_01,test,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.3
-203.0,-294.0,-1052.0,,,,,,,stageb,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,,,,,,,-0.5365198612263171,-0.5454290464091158,-0.5543382315919148,-0.656788092412406,-0.6205966909004215,-0.5844052893884369,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,91.0,849.0,branch,gemini,-0.1,1,S_DRIFT_RETURN_RECOVERY_01,calibration,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.0
-20.0,-138.0,-943.0,,,,,,,stageb,tie,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,,,,,,,-0.005563898962607033,-0.014741327020110913,-0.023918755077614796,-0.20681568689070035,-0.14052369447516924,-0.07423170205963812,prefer_pattern,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,118.0,923.0,branch,gemini,-0.0,1,S_DRIFT_RETURN_RECOVERY_01,calibration,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.3
-212.0,-323.0,-1139.0,,,,,,,stageb,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,,,,,,,-0.5574169677514389,-0.558489737987317,-0.5595625082231952,-0.7207227334516927,-0.6605558415499756,-0.6003889496482586,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,111.0,927.0,branch,gemini,-0.1,2,S_DRIFT_RETURN_RECOVERY_01,calibration,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.0
-13.0,-98.0,-799.0,,,,,,,stageb,tie,tie,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,,,,,,,0.010689406112487728,-0.0045830113481766886,-0.019855428808841107,-0.11862997511237396,-0.08540762461371523,-0.052185274115056524,prefer_pattern,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,85.0,786.0,branch,gemini,-0.0,2,S_DRIFT_RETURN_RECOVERY_01,calibration,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.3
-3.0,-78.0,-737.0,0,0,1,1,1,1,stageb,tie,tie,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,0,0,0,0,0,0,0.033908413362623104,0.00992886818315792,-0.014050676996307262,-0.07453711922321074,-0.05784958968298823,-0.04116206014276572,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,75.0,734.0,branch,gemini,-0.0,3,S_DRIFT_RETURN_RECOVERY_01,test,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.0
-260.0,-392.0,-974.0,1,1,1,1,1,1,stageb,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,1,0,0,0,0,0,-0.6688682025520887,-0.628146759737723,-0.5874253169233576,-0.8728430862693057,-0.7556310620609837,-0.6384190378526619,prefer_pattern,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,132.0,714.0,branch,gemini,-0.1,3,S_DRIFT_RETURN_RECOVERY_01,test,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.3
449.0,343.0,-117.0,,,,,,,stageb,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,,,,,,,1.4369013063561842,1.5496002362180874,1.6622991660799906,1.2071112625311167,1.4059814588274202,1.6048516551237237,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,106.0,566.0,branch,gemini,0.3333333333333333,1,S_STABLE_01,calibration,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.0
-0.0,-9.0,-213.0,,,,,,,stageb,tie,tie,tie,prefer_pattern,prefer_pattern,tie,,,,,,,0.04087411553766372,0.014282432042558305,-0.012309251452547108,0.0775832335944023,0.03722563082801991,-0.0031319719383624614,prefer_pattern,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,9.0,213.0,branch,gemini,-0.0,1,S_STABLE_01,calibration,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.3
449.0,342.0,-127.0,,,,,,,stageb,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,,,,,,,1.4369013063561842,1.5496002362180874,1.6622991660799906,1.2049066197366587,1.404603557080884,1.6043004944251094,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,107.0,576.0,branch,gemini,0.3333333333333333,2,S_STABLE_01,calibration,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.0
-31.0,-146.0,-595.0,,,,,,,stageb,tie,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,,,,,,,-0.03110480693775594,-0.030704394504578982,-0.030303982071402023,-0.2244528292463656,-0.15154690844746002,-0.07864098764855443,prefer_pattern,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,115.0,564.0,branch,gemini,-0.0,2,S_STABLE_01,calibration,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.3
449.0,344.0,-114.0,1,1,1,1,1,1,stageb,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,0,0,0,0,0,0,1.4369013063561842,1.5496002362180874,1.6622991660799906,1.2093159053255749,1.4073593605739565,1.6054028158223383,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,105.0,563.0,branch,gemini,0.3333333333333333,3,S_STABLE_01,test,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.0
268.0,222.0,-6.0,1,1,1,1,1,1,stageb,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,0,1,1,1,1,1,0.8398903924850127,0.8450680100916284,0.8502456276982441,0.7636026017579582,0.7973881408872193,0.8311736800164804,prefer_pattern,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,46.0,274.0,branch,gemini,0.16666666666666666,3,S_STABLE_01,test,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.3
-0.0,-99.0,-677.0,,,,,,,stageb,tie,tie,tie,prefer_baseline,prefer_baseline,prefer_baseline,,,,,,,0.04087411553766372,0.014282432042558305,-0.012309251452547108,-0.12083461790683211,-0.08678552636025158,-0.05273643481367107,prefer_pattern,prefer_pattern,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,99.0,677.0,conditional,gemini,-0.0,1,S_CONTEXT_DRIFT_01,calibration,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.0
-0.0,-40.0,-403.0,,,,,,,stageb,tie,tie,tie,tie,tie,prefer_baseline,,,,,,,0.04087411553766372,0.014282432042558305,-0.012309251452547108,0.009239306966199337,-0.005489323314606933,-0.0202179535954132,prefer_pattern,prefer_pattern,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,40.0,403.0,conditional,gemini,-0.0,1,S_CONTEXT_DRIFT_01,calibration,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.3
-0.0,-96.0,-669.0,,,,,,,stageb,tie,tie,tie,prefer_baseline,prefer_baseline,prefer_baseline,,,,,,,0.04087411553766372,0.014282432042558305,-0.012309251452547108,-0.11422068952345762,-0.08265182112064252,-0.051082952717827444,prefer_pattern,prefer_pattern,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,96.0,669.0,conditional,gemini,-0.0,2,S_CONTEXT_DRIFT_01,calibration,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.0
-0.0,-99.0,-684.0,,,,,,,stageb,tie,tie,tie,prefer_baseline,prefer_baseline,prefer_baseline,,,,,,,0.04087411553766372,0.014282432042558305,-0.012309251452547108,-0.12083461790683211,-0.08678552636025158,-0.05273643481367107,prefer_pattern,prefer_pattern,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,99.0,684.0,conditional,gemini,-0.0,2,S_CONTEXT_DRIFT_01,calibration,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.3
-0.0,-68.0,-566.0,0,0,0,1,1,1,stageb,tie,tie,tie,prefer_baseline,prefer_baseline,prefer_baseline,0,0,0,0,0,0,0.04087411553766372,0.014282432042558305,-0.012309251452547108,-0.05249069127862915,-0.04407057221762473,-0.035650453156620326,prefer_pattern,prefer_pattern,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,68.0,566.0,conditional,gemini,-0.0,3,S_CONTEXT_DRIFT_01,test,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.0
-0.0,-20.0,-347.0,0,0,0,1,1,0,stageb,tie,tie,tie,prefer_pattern,prefer_pattern,tie,0,0,0,1,1,0,0.04087411553766372,0.014282432042558305,-0.012309251452547108,0.05333216285536254,0.022068711616120066,-0.009194739623122403,prefer_pattern,prefer_pattern,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,20.0,347.0,conditional,gemini,-0.0,3,S_CONTEXT_DRIFT_01,test,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.3
255.0,254.0,-263.0,,,,,,,stageb,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,,,,,,,0.7390069300023484,0.6494556840571724,0.5599044381119965,0.763452418123131,0.6647341141326615,0.5660158101421922,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,1.0,518.0,conditional,gemini,0.1,1,S_DRIFT_RETURN_RECOVERY_01,calibration,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.0
255.0,279.0,-100.0,,,,,,,stageb,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,,,,,,,0.7390069300023484,0.6494556840571724,0.5599044381119965,0.8185684879845851,0.6991816577960703,0.5797948276075557,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,-24.0,355.0,conditional,gemini,0.1,1,S_DRIFT_RETURN_RECOVERY_01,calibration,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.3
261.0,306.0,-62.0,,,,,,,stageb,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,,,,,,,0.7529383343524296,0.6581628117759732,0.5633872891995169,0.8780938434349554,0.7363850049525518,0.5946761664701483,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,-45.0,323.0,conditional,gemini,0.1,2,S_DRIFT_RETURN_RECOVERY_01,calibration,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.0
253.0,293.0,-42.0,,,,,,,stageb,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,,,,,,,0.7343631285523213,0.6465533081509055,0.5587434877494897,0.8494334871069993,0.7184722822475792,0.5875110773881592,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,-40.0,295.0,conditional,gemini,0.1,2,S_DRIFT_RETURN_RECOVERY_01,calibration,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.3
261.0,310.0,-54.0,1,1,1,1,1,1,stageb,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,0,0,0,0,0,0,0.7529383343524296,0.6581628117759732,0.5633872891995169,0.886912414612788,0.7418966119386972,0.5968808092646064,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,-49.0,315.0,conditional,gemini,0.1,3,S_DRIFT_RETURN_RECOVERY_01,test,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.0
2095.0,2166.0,1968.0,1,1,1,1,1,1,stageb,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,0,0,0,0,0,0,5.753641171130887,5.175483785581812,4.597326400032738,5.721066348230762,5.155124521269234,4.589182694307707,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,-71.0,127.0,conditional,gemini,0.8,3,S_DRIFT_RETURN_RECOVERY_01,test,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.3
-245.0,-322.0,-676.0,,,,,,,stageb,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,,,,,,,-0.527991562090653,-0.3412586164751396,-0.1545256708596263,-0.6124699610710018,-0.39405761583785764,-0.1756452706047135,prefer_baseline,prefer_pattern,prefer_pattern,prefer_baseline,prefer_baseline,prefer_pattern,77.0,431.0,conditional,gemini,-0.0,1,S_STABLE_01,calibration,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.0
-0.0,-61.0,-354.0,,,,,,,stageb,tie,tie,tie,prefer_baseline,prefer_baseline,prefer_baseline,,,,,,,0.04087411553766372,0.014282432042558305,-0.012309251452547108,-0.03705819171742203,-0.03442525999187028,-0.031792328266318545,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,61.0,354.0,conditional,gemini,-0.0,1,S_STABLE_01,calibration,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.3
-43.0,-136.0,-582.0,,,,,,,stageb,prefer_pattern,prefer_pattern,prefer_pattern,tie,prefer_pattern,prefer_pattern,,,,,,,0.11777926700580264,0.39374855666712205,0.6697178463284416,-0.025659518658062985,0.30409931562720605,0.6338581499124751,prefer_baseline,prefer_pattern,prefer_pattern,prefer_baseline,prefer_baseline,prefer_pattern,93.0,539.0,conditional,gemini,0.16666666666666666,2,S_STABLE_01,calibration,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.0
449.0,429.0,199.0,,,,,,,stageb,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,,,,,,,1.4369013063561842,1.5496002362180874,1.6622991660799906,1.3967105428545183,1.5244810090295462,1.6522514752045743,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,20.0,250.0,conditional,gemini,0.3333333333333333,2,S_STABLE_01,calibration,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.3
449.0,402.0,126.0,1,1,1,1,1,1,stageb,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,1,0,0,1,1,0,1.4369013063561842,1.5496002362180874,1.6622991660799906,1.337185187404148,1.487277661873065,1.6373701363419817,prefer_baseline,prefer_pattern,prefer_pattern,prefer_baseline,prefer_baseline,prefer_pattern,47.0,323.0,conditional,gemini,0.3333333333333333,3,S_STABLE_01,test,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.0
-0.0,-31.0,-235.0,0,0,0,0,0,1,stageb,tie,tie,tie,tie,tie,prefer_baseline,0,0,0,0,0,1,0.04087411553766372,0.014282432042558305,-0.012309251452547108,0.02908109211632278,0.006911792404220216,-0.015257507307882343,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,prefer_pattern,31.0,235.0,conditional,gemini,-0.0,3,S_STABLE_01,test,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.3
-0.0,-44.0,-325.0,,,,,,,stageb,tie,tie,tie,tie,tie,prefer_baseline,,,,,,,0.04087411553766372,0.014282432042558305,-0.012309251452547108,0.0004207357883666968,-0.011000930300752332,-0.022422596389871364,prefer_pattern,prefer_pattern,prefer_baseline,prefer_pattern,prefer_baseline,prefer_baseline,44.0,325.0,delta,gemini,-0.0,1,S_CONTEXT_DRIFT_01,calibration,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.0
-0.0,-67.0,-457.0,,,,,,,stageb,tie,tie,tie,prefer_baseline,prefer_baseline,prefer_baseline,,,,,,,0.04087411553766372,0.014282432042558305,-0.012309251452547108,-0.05028604848417098,-0.04269267047108838,-0.03509929245800578,prefer_pattern,prefer_pattern,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,67.0,457.0,delta,gemini,-0.0,1,S_CONTEXT_DRIFT_01,calibration,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.3
-0.0,-33.0,-270.0,,,,,,,stageb,tie,tie,tie,tie,tie,prefer_baseline,,,,,,,0.04087411553766372,0.014282432042558305,-0.012309251452547108,0.024671806527406456,0.004155988911147518,-0.016359828705111424,prefer_pattern,prefer_pattern,prefer_baseline,prefer_pattern,prefer_baseline,prefer_baseline,33.0,270.0,delta,gemini,-0.0,2,S_CONTEXT_DRIFT_01,calibration,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.0
-0.0,-22.0,-264.0,,,,,,,stageb,tie,tie,tie,prefer_pattern,prefer_pattern,tie,,,,,,,0.04087411553766372,0.014282432042558305,-0.012309251452547108,0.048922877266446216,0.019312908123047364,-0.010297061020351484,prefer_pattern,prefer_pattern,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,22.0,264.0,delta,gemini,-0.0,2,S_CONTEXT_DRIFT_01,calibration,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.3
-0.0,-44.0,-325.0,0,0,0,0,0,1,stageb,tie,tie,tie,tie,tie,prefer_baseline,0,0,0,0,0,0,0.04087411553766372,0.014282432042558305,-0.012309251452547108,0.0004207357883666968,-0.011000930300752332,-0.022422596389871364,prefer_pattern,prefer_pattern,prefer_baseline,prefer_pattern,prefer_baseline,prefer_baseline,44.0,325.0,delta,gemini,-0.0,3,S_CONTEXT_DRIFT_01,test,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.0
-0.0,44.0,-11.0,0,0,0,1,1,1,stageb,tie,tie,tie,prefer_pattern,prefer_pattern,prefer_pattern,0,0,0,1,1,1,0.04087411553766372,0.014282432042558305,-0.012309251452547108,0.19442930170068481,0.11025442339444648,0.026079545088208166,prefer_pattern,prefer_pattern,prefer_baseline,prefer_baseline,prefer_baseline,prefer_baseline,-44.0,11.0,delta,gemini,-0.0,3,S_CONTEXT_DRIFT_01,test,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.3
-3.0,-4.0,-157.0,,,,,,,stageb,tie,tie,prefer_baseline,prefer_pattern,prefer_pattern,tie,,,,,,,0.033908413362623104,0.00992886818315792,-0.014050676996307262,0.0886064475666931,0.04411513956070166,-0.00037616844528976304,prefer_pattern,prefer_pattern,prefer_baseline,prefer_pattern,prefer_pattern,prefer_baseline,1.0,154.0,delta,gemini,-0.0,1,S_DRIFT_RETURN_RECOVERY_01,calibration,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.0
-3.0,9.0,-155.0,,,,,,,stageb,tie,tie,prefer_baseline,prefer_pattern,prefer_pattern,tie,,,,,,,0.033908413362623104,0.00992886818315792,-0.014050676996307262,0.11726680389464919,0.06202786226567422,0.00678892063669926,prefer_pattern,prefer_pattern,prefer_baseline,prefer_pattern,prefer_pattern,prefer_pattern,-12.0,152.0,delta,gemini,-0.0,1,S_DRIFT_RETURN_RECOVERY_01,calibration,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.3
-2.0,-30.0,-323.0,,,,,,,stageb,tie,tie,prefer_baseline,tie,tie,prefer_baseline,,,,,,,0.03623031408763664,0.01138005613629138,-0.013470201815053878,0.03128573491078094,0.008289694150756567,-0.014706346609267803,prefer_pattern,prefer_pattern,prefer_baseline,prefer_pattern,prefer_pattern,prefer_baseline,28.0,321.0,delta,gemini,-0.0,2,S_DRIFT_RETURN_RECOVERY_01,calibration,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.0
-1.0,-6.0,-237.0,,,,,,,stageb,tie,tie,prefer_baseline,prefer_pattern,prefer_pattern,tie,,,,,,,0.03855221481265018,0.012831244089424841,-0.012889726633800494,0.08419716197777678,0.04135933606762897,-0.0014784898425188424,prefer_pattern,prefer_pattern,prefer_baseline,prefer_pattern,prefer_pattern,prefer_pattern,5.0,236.0,delta,gemini,-0.0,2,S_DRIFT_RETURN_RECOVERY_01,calibration,0.04087411553766372,0.014282432042558305,0.012309251452547108,0.033490377705239105,0.013774560731055808,0.011840310976472191,0.3
